isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_type_of_server.1,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
23319,a,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,4gl,c#,3.0,xs,64,65,56.6,55.7,,0.4,1.3,2.8,,,,agile development,,1,,yes,,,,,,,,0,,,,,,,,,,,40.0,,,135998.0,"european, euro",
14325,b,2013,education,aerospace / automotive,business application,business application,new development,proprietary,4gl,oracle,103.0,xxs,2955,1678,9.2,10.1,0.0,313.7,,0.7,,,,agile development,,1,multi-tier with web public interface,,,,,,,,,0,,,,,,,,,,,,,,15997.0,"canada, dollar",no
30466,a,2012,government,transport & storage,business application,airport management,enhancement,pc,4gl,c#,9.0,xs,21,35,4.8,5.5,,6.9,15.1,4.7,3-4,2.0,no,agile development,,1,client server,yes,,security/authentication,,,,,yes,0,,,,,,,,1.0,6.0,4.0,24.0,,,,,no
11497,b,2011,government,government,,online analysis and reporting,new development,multi,3gl,c#,213.0,s,2200,1479,3.8,4.6,,68.3,,8.8,1,3.0,yes,agile development,,1,,yes,,,,,,,,0,,,,,,,,,,,,,0.0,226780.0,,
17275,b,2013,electronics & computers,government,business application,auditing management,enhancement,multi,3gl,.net,78.0,xxs,996,775,10.7,11.5,0.7,3.4,34.0,3.0,5-8,7.0,yes,agile development,,1,stand alone,,,,,,,,,0,,,,,,,,2.0,,,,,,,,
25247,b,2011,service industry,transport & storage,business application,automated data acquisition,enhancement,pc,3gl,java,63.0,m1,9463,5849,52.2,54.1,,88.6,13.0,3.4,2,26.0,,agile development,,1,client server,,,,,,,web,yes,0,,,,,,,,2.0,,4.0,,,3.0,,,
29310,b,2011,government,high tech,business application,electronic data interchange,re-development,pc,3gl,proprietary agile platform,1392.0,,9554,4606,1.8,2.2,,274.8,145.7,7.6,2,11.0,yes,agile development,,20,multi-tier with web public interface,,run a computer-human interface;data entry & validation;data retrieval & presentation;web/html browser,database server;ftp server;html/web server;messaging server;object/component server;security/authentication;business logic + integration to 30 other systems,,,,,,0,,0.0,,,,,,1.0,,,,0.0,12.0,,"european, euro",
20465,a,2013,government,all industry organization types,business application,clinical archive,new development,pc,3gl,proprietary agile platform,195.0,m1,50,38,1.6,2.2,3.0,78.2,,4.8,,,no,agile development,yes,20,multi-tier with web public interface,,,,,,,web,yes,0,,,,,,,,,,,19.0,,,,"canada, dollar",no
30466,b,2012,banking,community services,business application,surveillance and security,new development,pc,3gl,.net,9.0,xxs,9,9,0.5,0.5,,2.4,,16.0,1,2.0,,agile development,yes,1,multi-tier with web public interface,,,,,,,,yes,0,,,,,,,,,,,,,,,"european, euro",
14335,a,2008,government,aerospace / automotive,business application,financial transaction process/accounting;customer billing,new development,,3gl,java,192.0,m2,211,314,0.6,0.7,,71.5,,9.3,,,,agile development;iterative,,18,,yes,web public interface,database server;file &/or print server;html/web server;multi-user legacy application,,,,,yes,1,,,0.0,,,,,,,4.0,,1.0,2.0,67232.0,"canada, dollar",
15723,b,2008,service industry,education institution,business application,hospital information system,enhancement,proprietary,4gl,c#,457.0,m2,17781,12244,3.9,5.0,20.6,85.5,69.9,16.5,,,,agile development,,1,multi-tier with web public interface,,,,,,,web,yes,0,,,,,,,,,,,,,,,,
30621,a,2012,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,business application,enhancement,pc,5gl,c#,234.0,m2,27,32,0.5,0.5,38.3,88.8,,11.4,,2.0,,agile development,,11,,,web public interface,,,,,,,0,,,,,,,,,3.0,24.0,,,,132671.0,,
21719,b,2014,banking,government,business application,content management system;dynamic website,enhancement,pc,3gl,c#,79.0,s,1255,1008,11.2,12.9,6.0,1.8,,15.9,1,,yes,agile development,,13,stand alone,,,,,,,,yes,1,,,0.0,,,,,0.0,,,18.0,0.0,0.0,,,
16563,b,2010,government,government,business application,business application,new development,,3gl,c#,26.0,xxs,85,102,1.2,1.4,11.4,6.7,3.0,13.8,,4.0,,agile development,,1,multi-tier with web public interface,,,,,,,web,yes,0,,,,,,,,,,,52.0,,,168946.0,,
19363,b,2011,banking,government,business application,surveillance and security,enhancement,pc,3gl,.net,7.0,xs,16,15,,15.9,27.2,1.0,0.4,15.6,,2.0,,agile development,yes,20,stand alone,yes,web/html browser,,,,,,yes,2,,,,,,,,,,,,,0.0,,,
30621,a,2012,service industry,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,proprietary,3gl,c#,87.0,s,3735,2145,20.3,22.3,0.1,20.2,17.3,2.7,2,,,agile development,,11,multi-tier with web public interface,,web/html browser,database server;html/web server,,,,,,0,,,,,,,,,,0.0,,,,,,no
17548,b,2011,medical & health care,medical and health care,business application,customer billing/relationship management,enhancement,proprietary,4gl,.net,9.0,xxs,510,548,36.8,36.6,,3.8,0.9,2.9,2,22.0,,agile development,,1,multi-tier with web public interface,,,,,,,,,0,,,,,,,,,,,,,,27957.0,,
27333,a,2011,banking,"education institution;electricity, gas, water;ieee",real-time application,catalogue/register of things or events,enhancement,pc,3gl,proprietary agile platform,252.0,m1,1217,1111,6.4,8.3,32.7,26.3,,14.4,1,2.0,yes,agile development,,19,stand alone,yes,,,,,,web,yes,1,,8.0,,2.0,,,,,,2.0,,0.0,1.0,425706.0,"european, euro",
27333,a,2010,service industry,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,3.0,xs,49,84,48.1,48.4,,,0.3,18.4,61-70,,,agile development,,3,stand alone,yes,web/html browser,database server;html/web server,,,,,yes,2,,0.0,,6.0,,,,0.0,,2.0,,0.0,1.0,,,
15723,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,,3gl,c#,5.0,s,645,922,28.1,29.7,,51.7,34.4,1.1,,,,agile development,,1,stand alone,,,,,,,,,0,,,,,,,,,,,,,,123226.0,,no
28393,a,2013,medical & health care,biotech,business application,data or database management,new development,pc,5gl,java,101.0,,12,22,0.5,0.5,0.0,195.8,41.0,0.9,,6.0,,agile development,,6,client server,,,,,,,,yes,0,,,,,,,,,,4.0,,0.0,,,"european, euro",no
31103,a,2010,service industry,community services;government;public administration,mathematically-intensive application,electronic data interchange,enhancement,multi,4gl,proprietary agile platform,804.0,m1,12262,7008,6.9,8.3,,110.0,318.2,7.4,1,9.0,yes,agile development;iterative,,18,multi-tier with web public interface,,,,,,,web,,0,,,4.0,,,,,0.0,,1.0,5.0,,,,"european, euro",
26608,a,2014,government,medical and health care,mathematically-intensive application,security/authentication,enhancement,,4gl,c#,15.0,m2,9,9,0.8,1.0,,12.9,126.7,3.3,1,2.0,no,agile development,,20,,,,,,,,web,,0,,,,,,,,,,,,,,288968.0,,
31969,a,2012,banking,government,,management information system,enhancement,pc,4gl,c#,,m2,1096,868,2.2,2.9,,35.9,18.6,8.9,3-4,2.0,yes,agile development,,18,client server,,run a computer-human interface;business logic or rule processing;database server,,,,,,yes,0,,,2.0,,,,,1.0,,2.0,9.0,,,,,
23552,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,oracle,7.0,xs,15,21,3.4,4.1,1.0,1.6,4.9,5.6,1,,,agile development,,2,stand alone,,,,,,,,yes,0,,,,,,,,,,,,,,,"canada, dollar",
20465,b,2012,education,food processing,business application,web-based application,enhancement,pc,3gl,.net,1046.0,m1,10572,5415,0.6,0.7,8.2,651.3,372.7,3.1,,11.0,no,agile development,yes,8,stand alone,yes,,,,,,,yes,0,,,0.0,,,,,0.0,,,,,0.0,,"canada, dollar",
29471,b,2007,education,education institution,business application,management information system,enhancement,,5gl,proprietary agile platform,73.0,m1,351,390,0.7,0.9,,50.8,27.0,11.9,9-14,8.0,,agile development;personal software process psp;unified process,,1,multi-tier with web public interface,yes,,,,,,web,yes,0,,,,,,,,,,,,,,,,
10572,b,2012,banking,banking,business application,financial transaction process/accounting;customer billing,enhancement,proprietary,4gl,proprietary agile platform,139.0,xxs,1411,739,4.6,5.8,,38.2,5.3,6.0,2,,,agile development,,16,multi-tier with web public interface,,web/html browser,,,,,,,0,,,2.0,,,,,,,,,0.0,,52753.0,,
23839,a,2010,government,government,business application,business application,enhancement,pc,3gl,java,67.0,s,4897,3680,17.9,20.1,,16.9,,13.9,3-4,9.0,,agile development,,3,stand alone,yes,,,,,,web,yes,1,,,4.0,5.0,,,,0.0,,1.0,,0.0,1.0,,,
31103,b,2014,banking,government,business application,surveillance and security,enhancement,pc,4gl,c#,11.0,s,153,197,20.8,22.2,0.1,19.2,,2.4,1,3.0,,agile development,,1,stand alone,,,,,,,,yes,0,,,,,,,,,,,,,,,,
15148,c,2009,service industry,government,,airport management,enhancement,multi,3gl,javascript,289.0,m1,12741,7727,51.3,53.5,,114.7,49.9,1.8,3-4,14.0,yes,agile development,,15,,no,,,,,,,,0,,,,,,,,,4.0,2.0,,,1.0,,,
10317,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,content management system;dynamic website,enhancement,pc,3gl,c#,55.0,xxs,1786,1355,8.3,9.5,,14.9,,9.4,,3.0,,agile development,,1,,,,,,,,,yes,0,,,,,,,,,,,20.0,,,,,
30367,b,2009,education,high tech,infrastructure software,financial transaction process/accounting;customer billing,new development,proprietary,4gl,proprietary agile platform,366.0,l,6719,5665,2.8,3.8,0.0,120.3,39.5,9.5,2,,,agile development,,2,client server,,,,,,,web,yes,0,,5.0,,,,,,,,1.0,,,0.0,,,no
31103,a,2009,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,mathematically-intensive application,business application,new development,pc,3gl,c#,1289.0,m2,16003,9608,1.4,1.7,52.6,282.3,80.0,7.7,9-14,,yes,agile development;joint application development jad;multifunctional teams,,15,stand alone,yes,web public interface,database server;html/web server;mail server;security/authentication,,,,web,yes,0,,2.0,0.0,4.0,,,,5.0,,1.0,,1.0,,264480.0,,
25559,b,2010,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,,4gl,oracle,512.0,s,13947,6368,7.7,9.3,4.3,172.7,57.1,2.3,,20.0,,agile development,,13,,yes,,,,,,,yes,0,,0.0,3.0,,,,,22.0,,4.0,,,1.0,,,
26585,b,2011,government,community services,business application,content management system;dynamic website,enhancement,pc,5gl,proprietary agile platform,183.0,s,195,239,0.7,0.8,,110.7,,8.4,,5.0,,agile development;scrum,,1,stand alone,,,,,,,,yes,0,,,,,,,,,,,40.0,0.0,,110486.0,"european, euro",
14335,b,2008,medical & health care,education institution,business application,catalogue/register of things or events,new development,pc,3gl,.net,312.0,m1,3320,1860,0.8,0.9,,6.9,1.8,17.9,5-8,,,agile development,,1,multi-tier with web public interface,,web/html browser,,,,,,yes,0,,,,,,,,,,,,0.0,,,,
26608,c,2013,service industry,transport & storage,business application,idm,enhancement,pc,3gl,proprietary agile platform,21.0,xs,487,384,14.3,15.2,,32.2,97.7,6.0,,3.0,,agile development;joint application development jad;multifunctional teams,,7,stand alone,yes,,,,,,web,yes,0,,,,,,,,22.0,,,,,0.0,,"european, euro",no
26034,b,2013,banking,government,business application,surveillance and security,new development,,4gl,oracle,59.0,m1,1918,1278,13.6,,0.1,168.8,32.5,1.1,1,28.0,,agile development,,1,,,,,,,,,,0,,,,4.0,,,,,9.0,,,,,,,
32010,a,2013,banking,government,mathematically-intensive application,surveillance and security,new development,,3gl,c#,67.0,m1,68,85,2.7,3.3,5.6,28.2,12.5,7.7,,2.0,,agile development,,17,,,,,,,,,,0,,,,,,,,,,,,,,,,no
26608,b,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,auditing management,enhancement,proprietary,5gl,java,129.0,s,1809,1064,2.8,3.2,,23.2,15.2,1.3,1,11.0,,agile development,,1,multi-tier with web public interface,,,,,,,,,0,,,,6.0,,,,0.0,,,,,,,"european, euro",no
32296,b,2009,banking,government,infrastructure software,business application,new development,pc,3gl,c#,350.0,s,1921,1099,1.2,1.4,,5.2,,18.2,,2.0,no,agile development,,3,stand alone,,web/html browser,,,,,,yes,2,,,,,,,,,,2.0,65.0,0.0,0.0,,,no
26861,b,2010,government,aerospace / automotive,business application,security/authentication,new development,pc,3gl,.net,647.0,m2,5680,3255,3.0,3.5,,167.3,,6.5,1,,,agile development,,5,,,,,,,,web,,0,,,,,,,,,5.0,,,0.0,,,"european, euro",
29221,b,2011,medical & health care,government,business application,business application,new development,proprietary,3gl,oracle,125.0,m1,12792,6489,30.5,32.1,,91.9,,2.8,,,,agile development,,1,,,,,,,,,,0,,,,,,,,2.0,10.0,,,,,,,"yes 10,000"
18328,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,5.0,s,10,13,2.4,2.9,6.6,0.3,0.4,14.4,5-8,2.0,,agile development,yes,1,stand alone,,web/html browser,,,,,,,0,,,,,,,,,,,55.0,,,218627.0,,
32692,a,2006,education,"education institution;electricity, gas, water;ieee",infrastructure software,content management system;dynamic website,new development,proprietary,4gl,proprietary agile platform,836.0,m1,22259,10745,,22.1,,17.8,13.4,18.4,2,5.0,yes,agile development,,19,multi-tier with web public interface,yes,run a computer-human interface;business logic or rule processing;data entry & validation;data retrieval & presentation,,,,,,,2,,0.0,0.0,,,,,,,2.0,,0.0,2.0,,,
18328,b,2010,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,18.0,xxs,14,34,0.5,0.5,,0.3,0.3,18.7,1,2.0,no,agile development,yes,17,stand alone,,web/html browser,,,,,,yes,3,,5.0,3.0,,,,,,,,,1.0,0.0,146634.0,,
30621,a,2011,manufacturing,government,business application,content management system;dynamic website,enhancement,multi,4gl,proprietary agile platform,546.0,m1,3429,1397,0.6,0.7,,250.3,135.8,2.2,3-4,,,agile development,,19,client server,yes,web/html browser,,,,,,yes,0,,,,,,,,,10.0,,,0.0,,100672.0,,
31969,a,2010,education,transport & storage,,content management system;dynamic website,enhancement,multi,5gl,proprietary agile platform,437.0,m1,198,228,0.5,0.5,,259.5,173.0,2.8,,,,agile development,,3,,,,,,,,,,0,,,,5.0,,,,,,,,,,122798.0,"european, euro",no
21719,a,2010,government,government,business application,mathematical modelling finance or eng.;software development tool,new development,pc,3gl,c#,77.0,xxs,4947,3399,46.5,47.7,11.6,2.9,1.3,17.5,9-14,4.0,,agile development,,3,multi-tier with web public interface,yes,data entry & validation;data retrieval & presentation;web/html browser,data acquisation,,,,web,yes,2,,,,,,,,,,3.0,,1.0,1.0,,,
20465,b,2012,government,government,business application,catalogue/register of things or events,enhancement,multi,5gl,c#,24.0,xs,13,12,0.8,1.0,11.7,15.2,,6.7,1,,,agile development,yes,4,multi-tier with web public interface,yes,,,,,,web,,0,,,,,,,,,,,17.0,,,,,
30658,a,2010,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,electronic data interchange,enhancement,pc,3gl,c#,575.0,l,3865,3584,0.5,0.5,27.3,46.8,,17.3,5-8,4.0,,agile development,,3,,,web/html browser,html/web server;security/authentication,,,,web,yes,1,,1.0,,4.0,,,,1.0,,0.0,,0.0,0.0,204629.0,,
27970,b,2007,education,high tech,,content management system;dynamic website,enhancement,pc,3gl,proprietary agile platform,598.0,m2,7133,4568,0.9,1.2,,65.4,,16.2,,3.0,yes,agile development,yes,20,client server,,,security/authentication,,,,web,yes,1,,,2.0,,,,,,,,,0.0,3.0,,,
11497,a,2009,government,biotech,business application,content management system;dynamic website,enhancement,pc,3gl,oracle,139.0,m1,14937,11506,17.1,20.1,,24.9,,10.0,41-50,8.0,no,agile development;iterative,,1,stand alone,no,,security/authentication,,,,web,yes,2,,0.0,8.0,,,,,,,,,1.0,0.0,,"european, euro",
16563,b,2009,government,government,business application,workflow support & management;complex process control,enhancement,multi,3gl,c#,35.0,m1,4182,3491,11.4,12.5,,5.1,,15.6,,4.0,,agile development,,1,stand alone,,,,,,,,yes,0,,,,,,,,,8.0,,18.0,,,,,
