project_prf_year_of_project,project_prf_application_group,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,process_pmf_docs,tech_tf_tools_used,project_prf_max_team_size,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_it_unified_process_itup,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_rapid_application_development_rad,process_pmf_development_methodologies_timeboxing,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,external_eef_industry_sector_communication,external_eef_organisation_type_communications,external_eef_organisation_type_communications_telecom,external_eef_organisation_type_communications_telecom_and_networking,external_eef_organisation_type_general_public_mobile_phone_end_user,external_eef_organisation_type_media,external_eef_organisation_type_telecom,external_eef_organisation_type_telecommunication,external_eef_organisation_type_telecommunications,external_eef_organisation_type_virtual_assistants_lingubots,project_prf_development_type_enhancement,project_prf_development_type_new_development,project_prf_development_type_porting,project_prf_development_type_re_development,tech_tf_development_platform_hand_held,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_missing,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_language_type_2gl,tech_tf_language_type_3gl,tech_tf_language_type_4gl,tech_tf_language_type_apg,tech_tf_language_type_missing,project_prf_relative_size_l,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_missing,project_prf_relative_size_s,project_prf_relative_size_xl,project_prf_relative_size_xs,project_prf_relative_size_xxs,process_pmf_prototyping_used_missing,process_pmf_prototyping_used_yes,tech_tf_architecture_client_server,tech_tf_architecture_missing,tech_tf_architecture_multi_tier,tech_tf_architecture_multi_tier_client_server,tech_tf_architecture_multi_tier_with_web_interface,tech_tf_architecture_multi_tier_with_web_public_interface,tech_tf_architecture_stand_alone,tech_tf_dbms_used_missing,tech_tf_dbms_used_no,tech_tf_dbms_used_yes,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_missing,project_prf_case_tool_used_missing,project_prf_case_tool_used_no,project_prf_case_tool_used_yes,tech_tf_client_server_missing,tech_tf_client_server_no,tech_tf_client_server_yes
2013,Business Application,online. esales,Missing,105,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,Business Application,customer relationship management,Visual Basic,87,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,Mathematically-Intensive Application,network management; telecom & networking,C++,430,16,4,,1,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1992,Missing,missing,NATURAL,421,2,0,,1,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2015,Business Application,customer relationship management,Java,63,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,Mathematically intensive application,customer relationship management,PL/SQL,70,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,Business Application,customer billing,C,205,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,Business Application,customer relationship management,Missing,578,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,Business Application,financial transaction process/accounting,ABAP,66,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,Business Application,customer relationship management,Java,128,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,Business Application,online. esales,Missing,79,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,Mathematically-Intensive Application,relatively complex application,Missing,7,3,0,,1,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2015,Business Application,integration,TIBCO,52,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,Business Application,workflow support & management,BPM,305,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,Business Application,customer relationship management,Java,108,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,Business Application,service order & activation management,ASAP,66,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,Mathematically-Intensive Application,customer relationship management,PL/SQL,57,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,Mathematically-Intensive Application,relatively complex application,Missing,84,3,0,,1,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2005,Mathematically-Intensive Application,relatively complex application,Missing,44,3,0,,1,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2006,Real-Time Application,embedded system/real-time application,Missing,93,3,0,,1,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2014,Business Application,online. esales,Missing,151,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,Business Application,logistic or supply planning & control,ABAP,91,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,Business Application,customer relationship management,Java,148,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,Business Application,data or database management,Missing,56,3,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,Mathematically-Intensive Application,relatively complex application,Missing,15,3,0,,1,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2005,Infrastructure Software,system software,C++,93,0,0,,1,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
