isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
25415,B,2009,Electronics & Computers,consumer goods,Business Application,data or database management,New Development,MR,4GL,PL/I,398.0,L,10266,6223,7.2,8.3,12.1,266.1,,3.1,61-70,37.0,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,8.0,,,,,8.0,,10.0,,,,"European, euro",
10279,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Proprietary Agile Platform,59.0,M1,578,448,3.9,4.9,0.3,88.9,,1.0,1,,Yes,agile development,Yes,5,,,,,,,Web,Yes,0,,,5.0,,,,,,,,,0.0,,106462.0,"European, euro","Yes 10,000"
18328,B,2011,Medical & Health Care,community services; government,Business Application,idm,Re-development,PC,3GL,Proprietary Agile Platform,166.0,S,32,27,1.1,1.4,9.5,82.3,177.6,2.3,,6.0,Yes,agile development,Yes,18,Stand alone,,,,,,,,0,,,,,,,,,,,,,,,"United States, dollar",
27281,B,2011,Education,government,Business Application,catalogue/register of things or events; logistic or supply planning & control,New Development,PC,3GL,Java,134.0,M1,212,169,0.6,0.6,,107.8,15.8,6.3,,5.0,Yes,agile development,Yes,4,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,8.0,,,,,,"Canada, dollar",
30029,B,2010,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,486.0,M1,26863,14479,60.8,59.6,7.8,48.9,67.1,9.6,21-30,6.0,Yes,agile development,Yes,1,,Yes,,database server; html/web server,,,,Yes,1,,,,,,,,22.0,,,,0.0,1.0,,"European, euro",
17293,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,surveillance and security,New Development,PC,3GL,.Net,5.0,S,9,10,1.8,2.4,,1.7,,9.5,1,,Yes,agile development,Yes,15,Client server,,,,,,Web,Yes,0,,,,2.0,,,,,,,43.0,,,308157.0,"European, euro","Yes 10,000"
25247,B,2007,Utilities,high tech,Infrastructure Software,proposal builder,Enhancement,MR,3GL,Oracle,304.0,L,39052,26980,83.6,84.2,,50.8,,4.7,61-70,62.0,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,,,,,Web,,0,,,0.0,5.0,,,,22.0,,,,,,27977.0,"European, euro",
27500,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,,3GL,.Net,196.0,S,883,464,2.5,3.3,,30.5,120.4,11.8,1,,No,agile development,Yes,20,,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro",
15723,B,2009,Service Industry,government,Business Application,business application,Enhancement,PC,3GL,Proprietary Agile Platform,15.0,M1,315,385,2.4,2.9,10.1,2.7,6.7,12.2,1,,Yes,agile development,Yes,1,,No,,database server; html/web server; mail server; security/authentication,,,,Yes,1,,,,2.0,,,,,,,19.0,1.0,0.0,53963.0,"Canada, dollar",
19161,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,58.0,S,223,132,4.7,5.4,,11.9,6.3,11.8,1,,No,agile development,Yes,18,Stand alone,,,,,,,Yes,0,,,,,,,,,,,21.0,,0.0,82746.0,"European, euro",
26861,B,2013,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,clinical archive,Enhancement,PC,3GL,.Net,46.0,M1,108,85,1.1,1.4,,37.8,9.7,6.0,1,2.0,Yes,agile development,Yes,19,Client server,,,,,,Web,,0,,,0.0,,,,,,,0.0,,,,,"European, euro",
11278,D,2011,Utilities,community services; government,Business Application,airport management,Re-development,,3GL,Proprietary Agile Platform,648.0,L,18472,9298,44.9,46.3,,149.4,131.0,4.4,2,,Yes,agile development,Yes,19,Multi-tier with web public interface,No,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,,,1.0,,,,,,,,0.0,,,"Canada, dollar","Yes 10,000"
25559,A,2013,Service Industry,"education institution; electricity, gas, water; ieee",Business Application,mathematical modelling (finance or eng.); software development tool,Enhancement,Multi,3GL,.Net,822.0,M2,5392,3235,2.4,3.0,,418.5,238.7,2.2,,6.0,Yes,agile development,Yes,16,Stand alone,,,,,,,,0,,,4.0,,,,,,,,,0.0,,133260.0,"European, euro","Yes 10,000"
14325,D,2008,Utilities,high tech,Business Application,customer relationship management,New Development,MR,3GL,C++,1444.0,XL,41081,27627,20.0,22.6,,762.3,504.8,2.7,61-70,36.0,Yes,agile development; iterative,Yes,2,Multi-tier with web public interface,No,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,0.0,0.0,,,,,,3.0,,1.0,0.0,,61523.0,"Canada, dollar",
20465,A,2013,Education,high tech,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,344.0,M1,20938,12435,63.6,65.6,,71.0,18.2,8.4,41-50,,Yes,agile development,Yes,2,Stand alone,Yes,business logic or rule processing; data entry & validation; data retrieval & presentation,,,,,Yes,0,,,,7.0,,,,1.0,,,,0.0,1.0,,"European, euro",
26861,B,2013,Government,government,Business Application,surveillance and security,Enhancement,Proprietary,3GL,.Net,356.0,L,4121,2709,2.4,3.3,0.1,128.6,40.7,4.4,,4.0,Yes,agile development,Yes,5,Multi-tier with web public interface,,,,,,Web,,0,,,,5.0,,,,,,1.0,,,,514332.0,"European, euro","Yes 10,000"
14335,B,2010,Electronics & Computers,biotech,Business Application,content management system; dynamic website,New Development,Proprietary,3GL,Java,251.0,XL,2650,1712,1.8,2.3,5.0,523.3,121.5,4.5,3-4,,Yes,agile development; personal software process (psp); unified process,Yes,2,Client server,,,,,,Web,,0,,,0.0,,,,,,,,,,0.0,,"European, euro",
32010,B,2009,Manufacturing,"education institution; electricity, gas, water; ieee",Business Application,surveillance and security,New Development,PC,3GL,.Net,602.0,M1,20918,12779,17.8,19.0,12.4,33.3,,11.4,2,,No,agile development,Yes,1,Multi-tier with web public interface,Yes,web/html browser,security/authentication,,,Web,Yes,0,,8.0,,6.0,,,,,,4.0,,0.0,1.0,34887.0,"Canada, dollar",
31969,A,2013,Banking,transport & storage,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,189.0,M1,15,13,0.6,0.6,,22.8,12.4,11.1,1,2.0,Yes,agile development,Yes,20,Stand alone,,,,,,,Yes,1,,,0.0,,,,,,7.0,,,,,,"Canada, dollar",
28393,B,2013,Wholesale & Retail,high tech,Business Application,data or database management,New Development,MR,3GL,Java,589.0,L,2756,1667,4.7,5.8,0.0,361.5,,0.7,61-70,,Yes,agile development,Yes,18,Multi-tier with web public interface,,,,,,Web,,0,,,2.0,,,,,2.0,,,,,,,"Canada, dollar","Yes 10,000"
18119,A,2008,Service Industry,government,Infrastructure Software,surveillance and security,Re-development,PC,3GL,Oracle,4.0,S,68,280,12.6,14.3,,0.2,0.4,15.5,,,Yes,agile development; unified process,Yes,1,Client server,Yes,web/html browser,,,,Web,Yes,0,,0.0,,3.0,,,,2.0,,4.0,22.0,0.0,,,"Canada, dollar",
25415,B,2011,Education,public sector,Infrastructure Software,student & tests management,New Development,PC,3GL,Proprietary Agile Platform,5.0,M1,9,10,1.3,1.5,,8.8,0.9,5.6,,5.0,Yes,agile development,Yes,1,Multi-tier with web public interface,,web/html browser,,,,Web,,0,,,,,,,,,,,13.0,0.0,,55332.0,"European, euro",
24701,B,2010,Government,education institution,Business Application,business application,Enhancement,Proprietary,3GL,Oracle,173.0,M1,1040,750,2.8,3.5,,39.5,15.3,9.7,1,8.0,No,agile development,Yes,5,,,,,,,Web,,0,,,,,,,,,5.0,,,,,,"Canada, dollar",
23319,B,2012,Education,biotech,Business Application,promotions,Enhancement,Multi,3GL,.Net,404.0,M2,8701,8119,3.7,4.9,,55.3,120.6,14.6,,7.0,Yes,agile development,Yes,1,,,,,,,Web,Yes,0,,,,,,,,,,,,0.0,,,"European, euro",
14319,B,2010,Financial,medical and health care,Business Application,auditing management,New Development,Proprietary,3GL,Proprietary Agile Platform,219.0,M2,7983,5044,5.5,6.2,,181.9,,2.6,3-4,,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,,,0,,,,,,,,,6.0,,,,,,"European, euro",
28393,B,2008,Education,transport & storage,Business Application,catalogue/register of things or events,Re-development,PC,3GL,JavaScript,91.0,M2,65,47,2.4,3.0,,89.3,1.6,8.5,41-50,9.0,Yes,agile development; personal software process (psp); unified process,Yes,20,Multi-tier with web public interface,No,web/html browser,database server; file/print server; html/web server; multi-user legacy application,,,Web,Yes,1,,0.0,4.0,,,,,0.0,6.0,1.0,,0.0,0.0,98304.0,"Canada, dollar",
30658,B,2012,Education,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,New Development,PC,3GL,Proprietary Agile Platform,142.0,S,5479,2838,14.5,15.6,,54.2,,4.4,,6.0,Yes,agile development,Yes,1,Client server,,,,,,Web,,0,,,,5.0,,,,,,,,,,,"European, euro",No
14325,B,2014,Banking,government,Business Application,business application,Enhancement,Multi,3GL,.Net,51.0,M1,712,428,17.3,18.7,0.0,9.5,81.8,4.1,,,No,agile development,Yes,4,Stand alone,,,,,,,,0,,,,,,,,,,,,,,,"European, euro","Yes 10,000"
14525,B,2006,Service Industry,community services; institutions eg. kindergartens,Business Application,catalogue/register of things or events,Re-development,PC,3GL,Java,451.0,M1,1299,1975,0.7,0.8,,77.8,5.2,14.4,1,,Yes,agile development; joint application development (jad); multifunctional teams,Yes,1,Client server,,,,,,Web,Yes,0,,,,,,,,,,,,0.0,,,"United States, dollar",
26034,B,2011,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,29.0,S,495,234,3.7,4.3,,1.7,,18.7,,,No,agile development,Yes,6,Client server,Yes,,,,,Web,Yes,1,,3.0,,,,,,1.0,4.0,,11.0,0.0,,,"European, euro",
19161,B,2013,Service Industry,government,Business Application,business application,Enhancement,PC,3GL,.Net,73.0,M1,1642,1019,39.7,40.8,,18.6,13.4,5.0,5-8,5.0,Yes,agile development,Yes,15,Stand alone,Yes,,security/authentication,,,,,0,,,,7.0,,,,,4.0,,,,,,"Canada, dollar",
14525,B,2014,Government,government,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,53.0,XXS,975,856,8.2,9.7,,137.4,215.6,0.7,1,3.0,Yes,agile development; personal software process (psp); unified process,Yes,1,Stand alone,,,,,,Web,,0,,,,,,,,,,,,,,,"Canada, dollar","Yes 10,000"
18118,B,2013,Government,community services,Business Application,web-based application,Enhancement,,3GL,.Net,182.0,S,633,547,0.8,1.1,,154.7,,12.4,,,Yes,agile development,Yes,5,,,,,,,Web,,0,,,,,,,,,2.0,,,0.0,,,"European, euro",
27281,B,2009,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,New Development,PC,3GL,Oracle,62.0,S,2040,973,5.6,6.6,,8.8,3.0,10.7,,10.0,Yes,agile development,Yes,7,Multi-tier with web public interface,Yes,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,0.0,,,,,,2.0,,,,0.0,1.0,,"Canada, dollar",
29310,A,2010,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,396.0,S,19355,8327,12.1,14.1,,30.3,52.1,7.7,21-30,,Yes,agile development,Yes,20,,Yes,data entry & validation; data retrieval & presentation; web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,2,,,0.0,,,,,1.0,,,19.0,,2.0,,"United States, dollar",
27063,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,20.0,XXS,14,15,0.6,0.7,,4.0,10.3,12.0,1,2.0,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,,,18.0,,,98353.0,"European, euro",
19161,D,2006,Government,government,Infrastructure Software,content management system; dynamic website,Re-development,PC,3GL,Oracle,249.0,M1,8581,5663,15.3,16.6,11.5,3.2,3.2,19.0,5-8,9.0,Yes,agile development; personal software process (psp); unified process,Yes,11,Client server,No,business logic or rule processing; data entry & validation; data retrieval & presentation; run a computer-human interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,3,,11.0,3.0,,,,,5.0,,4.0,6.0,2.0,0.0,87797.0,"European, euro",
31166,B,2013,Banking,government,Business Application,business application,Enhancement,PC,3GL,Proprietary Agile Platform,173.0,S,73,64,0.6,0.6,,55.7,119.4,6.9,1,2.0,No,agile development,Yes,5,,,,,,,Web,,0,,,,,,,,,6.0,,28.0,,,75166.0,"Canada, dollar",
14621,A,2008,Medical & Health Care,medical and health care,Business Application,content management system; dynamic website,New Development,PC,3GL,Java,253.0,L,8270,6529,14.9,16.4,5.7,158.8,49.5,6.9,2,,Yes,agile development; personal software process (psp); unified process,Yes,1,Client server,Yes,,,,,Web,Yes,0,,0.0,,,,,,,,,23.0,0.0,0.0,,"Canada, dollar",
18118,B,2008,Service Industry,community services,Business Application,security controls,New Development,PC,3GL,.Net,89.0,M2,3705,2430,14.3,14.3,,8.6,,17.1,5-8,4.0,Yes,agile development,Yes,1,,No,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,Yes,1,,,1.0,3.0,,,,,,,,0.0,,134184.0,"European, euro",
18820,B,2008,Utilities,energy,Business Application,"catalogue/register of things or events; customer billing; financial transaction process/accounting; job, case, incident, project management; management or performance reporting; mathematical modelling; online analysis and reporting; workflow support & management",Re-development,MR,4GL,PL/I,1345.0,XL,3643,3042,0.5,,0.4,830.5,356.1,2.8,41-50,34.0,Yes,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,0.0,,,"Canada, dollar",
14928,B,2008,Medical & Health Care,consumer goods,Business Application,data or database management,Re-development,PC,3GL,C++,109.0,M2,1848,1808,9.8,10.3,,21.2,11.0,5.1,2,20.0,Yes,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,Yes,0,,,,,,,,,,,59.0,,,,"Canada, dollar",
18118,B,2015,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,3.0,XXS,9,9,5.6,6.4,0.1,0.3,0.3,1.7,1,2.0,No,agile development,Yes,1,Stand alone,,,,,,,,0,,,,8.0,,,,,,,26.0,,,74562.0,"European, euro",
23839,C,2009,Service Industry,"education institution; electricity, gas, water; ieee",Infrastructure Software,electronic data interchange,Enhancement,PC,3GL,Proprietary Agile Platform,275.0,M2,8562,6041,7.7,9.2,,31.5,10.2,13.8,2,3.0,Yes,agile development,Yes,4,Client server,No,data entry & validation; data retrieval & presentation; device/equipment interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,2,,,,,,,,,6.0,,,0.0,12.0,,"Canada, dollar",
25415,B,2012,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,management information system,New Development,PC,3GL,Java,57.0,M1,54,39,4.3,5.1,,4.6,3.3,4.8,2,4.0,Yes,agile development,Yes,20,Multi-tier with web public interface,Yes,web public interface,,,,Web,,0,,,2.0,,,,,,,1.0,,0.0,,,"European, euro",
30029,B,2011,Education,consumer goods,Business Application,catalogue/register of things or events,Enhancement,Multi,3GL,Oracle,,M2,2209,1993,9.6,11.1,,20.8,33.8,1.3,5-8,,Yes,agile development,Yes,1,Multi-tier with web public interface,,web/html browser,,,,Web,,0,,,,5.0,,,,,,4.0,,,,,"European, euro",
32725,D,2013,Utilities,medical and health care,Infrastructure Software,customer relationship management,Enhancement,Proprietary,4GL,.Net,,M2,8813,3182,67.7,70.0,0.0,231.2,,1.4,2,17.0,Yes,agile development,Yes,20,Multi-tier with web public interface,No,web public interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,0.0,,0.0,,,,1.0,,2.0,,,0.0,,"European, euro","Yes 10,000"
