isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
22169,a,1999,insurance,insurance,,,new development,pc,3gl,c++,856.0,m2,,2551,,3.0,,71.3,,12.0,,,don't know,,,4,no,,,,,,,0.0,don't know,,,,,,,,,,,,,,,
22173,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,4gl,.net,,m1,495.0,495,,,,,,2.8,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22175,b,1999,manufacturing,manufacturing,business application,trading,new development,pc,3gl,html,682.0,m2,2922.0,2922,4.3,4.3,,136.4,,5.0,,,no,waterfall incl linear processing & ssadm,,3,,,,web,,web,no,0.0,,,,,,,,,,,,,,,,
22177,b,2004,,,business application,financial application area,new development,multi,3gl,java,146.0,m1,1037.0,1037,7.1,7.1,,30.4,,4.8,,,,,,2,,,,web,,web,yes,0.0,,,,,,,,,,,,,,,,
22183,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,xs,228.0,228,,,,,,2.1,,,,,,3,yes,,,client server,,,,0.0,,,,,,,,,,,,,,,,
22185,b,2005,banking,banking,business application,financial transaction process/accounting,new development,mf,3gl,cobol,15.0,xs,1618.0,1618,107.9,107.9,,16.7,,0.9,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22192,b,2007,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,cobol,131.0,m1,1549.0,1549,11.8,11.8,,18.2,,7.2,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22194,b,1998,,,,,enhancement,,,,885.0,m2,1940.0,1940,2.2,2.2,,147.5,21.1,6.0,5-8,7.0,don't know,,,4,,,,,,,,0.0,,,,,,,,,,,,,,,,
22198,b,2009,manufacturing,manufacturing,business application,parts management,enhancement,,3gl,java,292.0,m1,,4403,,15.1,24.0,43.6,,6.7,,,,,,8,yes,,,client server,client server,,yes,2.0,,,,,,,,,,,,,,,,
22202,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,3gl,java,,xs,112.0,112,,,,,,0.91,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22208,b,1998,communication,telecommunication,business application,transaction/production system,enhancement,,3gl,cobol,,m1,7003.0,8437,,,,,,4.0,,,no,,,2,no,,,,,,,0.0,,,,,,,,,,,,,,,,
22210,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,3gl,java,122.0,m1,2610.0,2610,21.4,21.4,,27.7,,4.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22212,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,3gl,java,,s,311.0,311,,,,,,3.0,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22214,b,2002,construction,engineering,business application,customisation add-ons to a product data management system,enhancement,multi,3gl,c++,39.0,s,320.0,320,8.2,8.2,,3.5,,11.0,,,,,,2,yes,,,,,,yes,0.0,,,,,,,,,,,,,,,,
22217,b,2009,manufacturing,manufacturing,business application,parts selling,enhancement,mr,3gl,cobol,80.0,s,,817,,10.2,25.0,16.0,,5.0,,,,,,8,no,,,mainframe,mainframe,,yes,2.0,,,,,,,,,,,,,,,,
22218,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,3gl,java,,xs,41.0,41,,,,,,0.9,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22222,b,1998,communication,telecommunication,business application,transaction/production system,enhancement,,4gl,natural,,m1,1143.0,1377,,,,,,4.0,,,yes,,,2,no,,,,,,,1.0,,,,,,,,,,,,,,,,
22225,a,2008,government,government,business application,management of licences and permits,enhancement,multi,3gl,java,128.0,m1,4099.0,4099,32.0,32.0,23.4,5.4,,23.9,,,,,,8,,,,,,,,0.0,,,,,,,,,,,,,,,,
22226,a,1999,communication,communications,,,enhancement,,4gl,visual basic,119.0,m1,2010.0,2010,16.9,16.9,,17.0,3.4,7.0,5-8,5.0,,,,4,,,,,,,,0.0,yes,,,,,,,,,,,,,,,
22228,a,1996,insurance,insurance,business application,transaction/production system,enhancement,mf,3gl,script language,304.0,m2,,9128,,30.0,,30.4,,10.0,,,yes,,yes,5,no,,,,,,yes,1.0,yes,,,,,,,,,,,,,17288808.0,"united states, dollar",
22238,b,1999,banking,banking,business application,sales contact management,enhancement,mf,3gl,pl/i,395.0,m2,703.0,703,1.8,1.8,,30.4,,13.0,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
22239,b,2008,government,government; defence,business application,reporting,enhancement,mf,3gl,cobol,12.0,xs,324.0,324,27.0,27.0,166.7,1.1,,10.8,,,,,,2,no,,,,,,,0.0,,,,,,,,,,,,,,8443.0,"united states, dollar",no
22241,a,2006,government,government,business application,management of licences and permits,enhancement,mf,apg,cool:gen,73.0,s,340.0,340,4.7,4.7,13.7,6.1,,12.0,,,,,,9,,,,,,,,0.0,,,,,,,,,,,,,,,,
22244,b,2005,manufacturing,manufacturing,,,enhancement,multi,3gl,c++,391.0,m2,4049.0,4049,10.4,10.4,,33.7,,11.6,,,,,,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
22246,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,4gl,visual basic,62.0,s,379.0,379,6.1,6.1,,13.8,,4.5,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22251,b,2003,,,,,enhancement,mf,3gl,cobol,71.0,s,5357.0,5357,75.5,75.5,,13.9,,5.1,,,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,,,
22257,b,2009,manufacturing,manufacturing,business application,customer management,enhancement,mr,3gl,php,169.0,m1,,1600,,9.5,17.8,21.4,,7.9,,,,,,8,no,,,multi-tier with web public interface,multi-tier with web public interface,,yes,2.0,,,,,,,,,,,,,1.0,,,
22259,a,1998,insurance,insurance,,,enhancement,mf,3gl,cobol,328.0,m2,,1817,,5.5,,17.3,,19.0,,,don't know,,,4,yes,,,mainframe; client: presentation; server: processing,mainframe,,yes,1.0,don't know,,,,,,,,,,,,,,,
22260,b,1997,insurance,insurance,business application,transaction/production system,enhancement,mf,apg,hps,86.0,s,,1491,,17.3,558.1,28.7,,3.0,,,yes,,,4,no,,,,,,yes,3.0,yes,,,,,,,,,,5.0,0.0,0.0,42600.0,"united kingdom, pound sterling",
22262,b,2007,banking,banking,business application,financial transaction process/accounting,new development,mf,3gl,cobol,83.0,s,9282.0,9282,111.8,111.8,,8.3,,10.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22263,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,27.0,xs,1059.0,1059,39.2,39.2,,1.8,0.1,15.0,15-20,16.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,35858.0,"united states, dollar",no
22265,b,2006,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,cobol,72.0,s,2503.0,2503,34.8,34.8,,,,,,,,,,3,,,,,,web,,0.0,,,,,,,,,,,,,,,,
22266,b,2014,communication,telecommunications,business application,online. esales,enhancement,multi,,,103.0,m1,2978.0,2978,28.9,28.9,,18.7,,5.5,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22272,a,1996,insurance,insurance,,,enhancement,mf,,,115.0,m1,,1170,,10.2,,23.0,,5.0,,,don't know,,,4,no,,,,,,,0.0,don't know,,,,,,,,,,,,,,,
22274,a,2004,government,government,business application,"job, case, incident, project management",enhancement,multi,3gl,pl/i,234.0,m1,5103.0,5103,21.8,21.8,4.3,23.4,2.1,10.0,9-14,11.0,,,,15,yes,run a computer-human interface; business logic or rule processing; data entry & validation; data retrieval & presentation,database server; object/component server,,,,yes,4.0,,6.0,4.0,3.0,,,,,6.0,2.0,8.0,0.0,1.0,,,
22275,b,2000,insurance,insurance,,,new development,mf,3gl,pl/i,343.0,m2,995.0,995,2.9,2.9,,85.8,,4.0,,,,,,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
22277,b,2004,,,,,enhancement,,3gl,cobol,19.0,xs,241.0,241,12.7,12.7,,4.8,,4.0,,,,,,2,yes,,,c/s,,,,0.0,,,,,,,,,,,,,,,,
22281,b,1998,communication,telecommunication,business application,transaction/production system,enhancement,,3gl,c++,,m1,2427.0,2924,,,,,,4.0,,,no,,,2,no,,,,,,,0.0,,,,,,,,,,,,,,,,
22286,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,xs,156.0,156,,,,,,5.3,,,,,,3,yes,,,client server,,,,0.0,,,,,,,,,,,,,,,,
22287,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,4gl,.net,,m1,859.0,859,,,,,,2.6,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22288,b,1997,utilities,"electricity, gas, water",,technical information system,new development,mr,4gl,visual basic,1992.0,l,,22831,,11.5,,132.8,7.8,15.0,15-20,17.0,yes,,yes,5,yes,,,unix; client: presentation; server: processing,unix,,yes,9.0,yes,6.0,6.0,5.0,,7.0,10.0,,,,5.0,0.0,0.0,434057.0,"united states, dollar",
22289,b,2007,insurance,insurance,,,enhancement,mf,3gl,pl/i,63.0,s,474.0,474,7.5,7.5,,31.5,,2.0,,,yes,waterfall incl linear processing & ssadm,,3,,,,,,,,3.0,,,,,,,,,,,,,,,,
22290,b,2008,government,government; defence,business application,reporting,enhancement,mf,3gl,cobol,15.0,xs,226.0,226,15.1,15.1,133.3,1.4,,10.8,,,,,,2,no,,,,,,,0.0,,,,,,,,,,,,,,13948.0,"united states, dollar",no
22296,b,2009,banking,banking,business application,financial transaction process/accounting,new development,mf,3gl,cobol,161.0,m1,2782.0,2782,17.3,17.3,,,,,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22298,b,2004,,,,,enhancement,,,,12.0,xs,178.0,178,14.8,14.8,,7.1,,1.7,,,,,,2,,,,,,web,,0.0,,,,,,,,,,,,,,,,
22299,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,,,89.0,s,654.0,654,7.3,7.3,,40.5,,2.2,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22301,a,2010,service industry,community services,business application,financial transaction process/accounting,enhancement,multi,4gl,abap,180.0,m1,3069.0,3069,17.1,17.1,,45.0,3.5,4.0,9-14,13.0,no,,,14,yes,,,,,,yes,4.0,,4.0,1.0,8.0,,,,0.0,6.0,7.0,10.0,1.0,0.0,,,
22302,a,2007,financial,"government; financial, property & business services",business application,financial transaction process/accounting,enhancement,multi,3gl,c#,125.0,m1,694.0,694,5.6,5.6,0.0,20.8,5.2,6.0,3-4,4.0,no,,,11,yes,run a computer-human interface; data retrieval & presentation; web/html browser,database server; html/web server,,,,yes,2.0,,1.0,0.0,3.0,,,,0.0,1.0,3.0,30.0,0.0,1.0,,,
22308,b,2001,banking,banking,real-time application,software for machine control,enhancement,pc,3gl,c,29.0,xs,79.0,79,2.7,2.7,,4.8,,6.0,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
22313,b,1998,government,government,business application,government,new development,pc,4gl,delphi,521.0,m2,2145.0,2145,4.1,4.1,,31.6,31.6,16.5,1,1.0,,rapid application development rad,,2,,,,,,,,0.0,,,,,,,,,,,,,,,,
22317,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,254.0,m1,14359.0,14359,56.5,56.5,,21.2,0.3,12.0,71-80,74.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,659230.0,"united states, dollar",no
22320,b,2008,insurance,insurance,business application,printing document design,enhancement,mf,3gl,cobol,3.0,xxs,40.0,40,13.3,13.3,0.0,6.0,3.0,0.5,2,2.0,,,,2,,,,,,,yes,2.0,,,,,,,,,,,,,,,,
22322,a,1999,communication,communications,business application,management information system,enhancement,,4gl,oracle,217.0,m1,3417.0,3417,15.7,15.7,,27.1,4.5,8.0,5-8,6.0,,,,4,,,,,,,,0.0,yes,,,,,,,,,,,,,,,
22325,b,2007,government,government; public administration revenue,business application,document management,new development,pc,3gl,java,192.0,m1,2264.0,2264,11.8,11.8,,,,,5-8,5.0,,waterfall incl linear processing & ssadm,,4,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
22333,b,2004,insurance,insurance,,,new development,mf,3gl,pl/i,545.0,m2,3870.0,3870,7.1,7.1,,77.9,,7.0,,,,waterfall incl linear processing & ssadm,,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
22334,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,16.0,xs,995.0,995,62.2,62.2,,1.1,0.0,14.0,31-40,31.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,40792.0,"united states, dollar",no
22335,b,2004,,,,,enhancement,,,,48.0,s,384.0,384,8.0,8.0,,50.5,,0.95,,,,,,2,yes,,,c/s,,,,0.0,,,,,,,,,,,,,,,,
22336,b,2013,communication,telecommunications,business application,customer relationship management,enhancement,multi,3gl,java,53.0,s,3173.0,3173,59.9,59.9,,17.7,,3.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22338,b,1994,banking,banking,business application,transaction/production system,new development,mf,3gl,c++,1326.0,l,14698.0,14938,11.1,11.3,0.8,,,,21-30,25.0,yes,joint application development jad,yes,6,yes,,,"mainframe; client presentation & processing, data on server",mainframe,,yes,8.0,,,,,,,,,,,,,,,,
22340,b,2014,communication,telecommunications,business application,logistic or supply planning & control,enhancement,multi,4gl,abap,91.0,s,1066.0,1066,11.7,11.7,,26.8,,3.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22342,b,2014,communication,telecommunications,business application,online. esales,enhancement,multi,,,113.0,m1,1024.0,1024,9.1,9.1,,43.5,,2.6,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,web,,0.0,,,,,,,,,,,,,,,,
22343,a,2009,electronics & computers,computers & software,,,enhancement,mr,4gl,abap,21.0,xs,1189.0,1189,56.6,56.6,0.0,3.0,0.4,7.0,5-8,7.0,,incremental,,3,,,,,,,,2.0,,,,,,,,,,,,,0.0,,,
22345,a,1998,insurance,insurance,,,enhancement,mf,3gl,cobol,106.0,m1,,1049,,9.9,,8.2,,13.0,,,no,joint application development jad; multifunctional teams,,6,no,,,,,,yes,8.0,yes,,,,,,,,,,,0.0,,,"united states, dollar",
22346,b,1999,insurance,insurance,business application,financial transaction process/accounting,new development,multi,3gl,visual basic,120.0,m1,7305.0,7305,60.9,60.9,,9.2,,13.0,,,no,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,no,0.0,,,,,,,,,,,,,,,,
22347,a,2010,service industry,community services,business application,workflow support & management; complex process control,new development,multi,3gl,javascript,399.0,m2,7037.0,7037,17.6,17.6,22.6,49.9,4.5,8.0,9-14,11.0,no,agile development,,16,yes,data entry & validation; data retrieval & presentation; web/html browser,html/web server; security/authentication,,,,yes,2.0,,0.0,3.0,8.0,,,,1.0,6.0,4.0,12.0,0.0,0.0,,,
22354,b,2013,insurance,insurance,business application,unknown,enhancement,,4gl,natural,115.0,m1,987.0,987,8.6,8.6,,57.5,,2.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22356,b,1998,communication,telecommunication,business application,transaction/production system,enhancement,,3gl,c++,,m1,2920.0,3518,,,,,,5.0,,,no,,,2,yes,,,,,,,0.0,,,,,,,,,,,,,,,,
22357,b,2006,,,business application,financial transaction process/accounting,new development,multi,3gl,java,,m1,3016.0,3016,,,,,,7.8,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22359,a,2008,wholesale & retail,advertising,business application,web based fullfilment tool for advertising,enhancement,pc,3gl,java,746.0,m2,3900.0,5175,5.2,6.9,4.0,149.2,29.8,5.0,5-8,5.0,,multifunctional teams; unified process,,15,yes,run a computer-human interface; data retrieval & presentation; web/html browser; web public interface,database server; html/web server; mail server,,,web,yes,4.0,,1.0,3.0,4.0,,,,1.0,3.0,2.0,10.0,0.0,1.0,490000.0,"canada, dollar",no
22360,a,1999,communication,communications,business application,executive information system,new development,,3gl,c++,71.0,s,1278.0,1278,18.0,18.0,,7.1,2.4,10.0,3-4,3.0,,,,4,,,,,,,,0.0,yes,,,,,,,,,,,,,,,
22361,a,2000,communication,communications,business application,transaction/production system,enhancement,,3gl,cobol,214.0,m1,1430.0,1430,6.7,6.7,,71.3,,3.0,,,,,,4,no,,,,,,yes,6.0,yes,,,,,,,,,,,,,,,
22369,b,2014,communication,telecommunications,business application,workflow support & management,enhancement,multi,,bpm,117.0,m1,556.0,556,4.8,4.8,,,,,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22370,b,2005,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,cobol,30.0,s,1271.0,1271,42.4,42.4,,,,,,,,,,3,,,,,,web,,0.0,,,,,,,,,,,,,,,,
22372,a,2000,professional services,professional services,business application,transaction/production system,enhancement,,3gl,cobol,515.0,m2,1137.0,1321,2.2,2.6,,85.8,,6.0,,,no,multifunctional teams,,4,no,,,,,,yes,5.0,no,4.0,2.0,1.0,0.0,0.0,7.0,,,,0.0,1.0,0.0,,,
22391,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,multi,3gl,,60.0,s,1349.0,1349,22.5,22.5,,,,,,,,waterfall incl linear processing & ssadm,,3,yes,,,client server,,,yes,0.0,,,,,,,,,,,,,,,,
22399,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,4gl,.net,,m1,756.0,756,,,,,,2.0,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22402,b,2010,manufacturing,manufacturing,business application,factory's process management,enhancement,pc,3gl,visual basic,83.0,s,,2593,,31.2,0.0,11.7,,7.1,,,,,,8,yes,,,client server,client server,,yes,2.0,,,,,,,,,,,,,,,,
22403,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,multi,3gl,,32.0,s,480.0,480,15.0,15.0,,,,,,,,waterfall incl linear processing & ssadm,,3,yes,,,web,,web,yes,0.0,,,,,,,,,,,,,,,,
22404,a,2012,government,government; real estate & property,business application,data warehouse system,new development,pc,3gl,java,86.0,s,9487.0,12563,110.3,146.1,46.5,12.3,0.7,7.0,15-20,17.0,yes,iterative; unified process,,16,yes,business logic or rule processing; data retrieval & presentation; device/equipment interface; security,database server; object/component server; security/authentication,,,,yes,7.0,,4.0,13.0,,,,,5.0,12.0,,6.0,0.0,0.0,198992.0,"united kingdom, pound sterling",no
22405,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,47.0,s,2235.0,2235,47.6,47.6,,4.7,0.2,10.0,15-20,20.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,110090.0,"united states, dollar",no
22407,b,2012,communication,telecommunications,business application,customer relationship management,enhancement,multi,3gl,java,88.0,s,2093.0,2093,23.8,23.8,,16.3,,5.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22408,b,2000,wholesale & retail,wholesale & retail trade,business application,management information system,new development,,3gl,cool:gen,170.0,m1,,4522,,26.6,,21.3,,8.0,,,yes,,,4,yes,,,,,,,2.0,,,,,,,,,,,,,,,,
22409,b,2004,,,business application,financial application area,enhancement,multi,3gl,java,46.0,s,262.0,262,5.7,5.7,,28.8,,1.6,,,,,,2,,,,web,,web,yes,0.0,,,,,,,,,,,,,,,,
22410,b,2003,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,xs,146.0,146,,,,,,3.9,,,,,,3,yes,,,client server,,,,0.0,,,,,,,,,,,,,,,,
22412,b,2003,insurance,insurance,,,enhancement,mf,3gl,,269.0,m1,860.0,860,3.2,3.2,,89.7,,3.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22417,a,1999,communication,communications,business application,transaction/production system,new development,mr,3gl,c++,338.0,m2,16770.0,16770,49.6,49.6,,37.6,1.3,9.0,21-30,30.0,,,yes,5,yes,,,"unix; client: presentation, processing, data",unix,,yes,0.0,yes,,,,,,,,,,,,,,,
22423,b,2005,government,government; public administration,infrastructure software,software development tool,new development,pc,3gl,java,,,1227.0,1227,,,,,,2.1,5-8,5.0,yes,,,1,no,,,stand-alone,,,yes,1.0,,,,,,,,,,,,,,,,
22425,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,29.0,xs,4033.0,4033,139.1,139.1,,2.9,0.2,10.0,15-20,15.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,172700.0,"united states, dollar",no
22427,b,2007,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,cobol,118.0,m1,3649.0,3649,30.9,30.9,,8.9,,13.2,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22429,b,2004,communication,communications,,,enhancement,mf,3gl,cobol,,,1458.0,1458,,,,,,5.0,5-8,5.0,,,,0,,,,,,,yes,4.0,,,,,,,5.0,,,,,,0.0,,,
22430,a,1999,communication,communications,business application,transaction/production system,enhancement,,4gl,sql,62.0,s,4428.0,4428,71.4,71.4,,8.9,0.4,7.0,21-30,22.0,,,,4,,,,,,,,0.0,yes,,,,,,,,,,,,,,,
22431,b,2010,manufacturing,manufacturing,business application,logistic indicators,enhancement,mr,3gl,java,160.0,m1,,2032,,12.7,56.3,17.6,,9.1,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,1.0,,,
22434,b,2005,communication,telecommunication,,,enhancement,mr,3gl,,51.0,s,1018.0,1018,20.0,20.0,,2.8,,18.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22440,b,2015,communication,telecommunications,business application,customer relationship management,enhancement,multi,4gl,visual basic,64.0,s,1080.0,1080,16.9,16.9,,18.3,,3.5,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22441,b,1999,communication,communications,,,enhancement,,,,259.0,m1,2488.0,2488,9.6,9.6,,32.4,8.1,8.0,3-4,4.0,,,,4,,,,,,,,0.0,yes,,,,,,,,,,,,,,,
22445,b,1998,,,,,new development,,3gl,visual basic,1185.0,l,3822.0,3822,3.2,3.2,3.4,169.3,8.5,7.0,15-20,20.0,yes,,,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
22448,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,3gl,java,,s,697.0,697,,,,,,3.9,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22450,a,2009,service industry,community services,business application,logistic or supply planning & control,enhancement,multi,4gl,.net,236.0,m1,3396.0,3396,14.4,14.4,12.7,23.6,5.9,10.0,3-4,4.0,no,,,15,yes,data entry & validation; data retrieval & presentation; web/html browser; web public interface,database server; html/web server,,,web,yes,2.0,,0.0,2.0,2.0,,,,0.0,1.0,3.0,8.0,0.0,0.0,,,
