isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,_case_tool_used,process_pmf_development_methodologies,process_pmf_docs,tech_tf_architecture,tech_tf_dbms_used,tech_tf_tools_used
19126,b,2006,communication,communications,real-time application,embedded system/real-time application,enhancement,mf,3GL,Missing,,s,1061.0,1061,,,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
19131,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,multi,4GL,Missing,141.0,m1,783.0,783,5.6,5.6,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,yes,yes,0.0
19132,b,2006,Missing,Missing,business application,financial transaction process/accounting,new development,multi,3GL,java,,m1,303.0,303,,,,1.8,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
19133,b,2010,manufacturing,manufacturing,business application,production management,enhancement,multi,3GL,cobol,101.0,m1,,857,,8.5,9.9,10.2,Missing,,yes,Missing,8,yes,yes,4.0
19135,b,2004,financial,"financial, property & business services",business application,data warehouse; financial transaction process/accounting,enhancement,Missing,4GL,Missing,,m1,796.0,796,,,,2.9,Missing,,Missing,Missing,3,Missing,Missing,0.0
19136,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,12.0,xs,1456.0,1456,121.3,121.3,1.1,11.0,41-50,46.0,Missing,Missing,2,Missing,Missing,0.0
19141,b,2003,banking,banking,mathematically-intensive application,mathematical modelling finance or eng,new development,multi,3GL,java,,m2,3244.0,3244,,,,6.0,5-8,7.0,yes,Missing,13,yes,yes,7.0
19144,b,2004,Missing,Missing,Missing,Missing,new development,multi,3GL,java,182.0,m1,2712.0,2712,14.9,14.9,86.7,2.1,Missing,,Missing,Missing,2,Missing,Missing,0.0
19145,b,2006,government,government,business application,"document management; financial transaction process/accounting; image, video or sound processing",enhancement,multi,3GL,cobol,293.0,m1,4879.0,4879,16.7,16.7,24.4,12.0,5-8,6.0,no,Missing,13,yes,yes,2.0
19148,b,1998,Missing,Missing,Missing,Missing,new development,Missing,3GL,c,300.0,m2,889.0,889,3.0,3.0,27.3,11.0,5-8,6.0,yes,Missing,4,Missing,Missing,2.0
19153,b,2000,communication,communications,business application,management information system,re-development,mf,4GL,oracle,126.0,m1,2379.0,3717,18.9,29.5,18.0,7.0,Missing,,Missing,Missing,4,no,Missing,0.0
19154,b,1999,insurance,insurance,business application,financial transaction process/accounting,new development,mf,3GL,cobol,6.0,xxs,1008.0,1008,168.0,168.0,1.5,4.0,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,0.0
19160,b,2010,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,57.0,s,9865.0,9865,173.1,173.1,8.1,7.0,81-90,87.0,Missing,Missing,2,Missing,Missing,0.0
19161,b,2005,electronics & computers,information technology,Missing,web-based application,new development,Missing,3GL,java,,Missing,36593.0,60047,,,,14.8,41-50,41.0,Missing,agile development; iterative,1,Missing,yes,0.0
19162,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,4GL,oracle,88.0,s,1321.0,1321,15.0,15.0,16.3,5.4,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
19165,a,1997,utilities,"electricity, gas, water",business application,data warehouse,new development,mr,4GL,access,270.0,m1,893.0,893,3.3,3.3,45.0,6.0,3-4,4.0,yes,multifunctional teams; timeboxing,5,yes,yes,4.0
19166,a,2000,government,public administration,real-time application,fault tolerance,new development,pc,4GL,visual basic,35.0,s,81.0,82,2.3,2.3,7.0,5.0,2,2.0,yes,Missing,5,no,yes,4.0
19170,b,1999,manufacturing,manufacturing,Missing,Missing,new development,pc,3GL,c++,100.0,m1,374.0,374,3.7,3.7,12.5,8.0,Missing,,Missing,Missing,4,Missing,Missing,2.0
19172,b,2006,Missing,Missing,business application,financial transaction process/accounting,enhancement,multi,3GL,java,,xs,21.0,21,,,,0.42,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
19173,a,1996,communication,communications,Missing,scientific/math,enhancement,mr,3GL,java,326.0,m2,,3360,,10.3,32.6,10.0,Missing,,yes,rapid application development rad,5,no,yes,1.0
19175,b,2002,financial,"financial, property & business services",business application,financial transaction process/accounting,enhancement,Missing,Missing,Missing,106.0,m1,1261.0,1261,11.9,11.9,,,Missing,,Missing,Missing,2,Missing,yes,0.0
19177,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,Missing,Missing,64.0,s,347.0,347,5.4,5.4,18.8,3.4,Missing,,Missing,Missing,2,Missing,Missing,0.0
19178,b,2011,manufacturing,manufacturing,business application,purchasing,enhancement,mr,4GL,abap,127.0,m1,,1118,,8.8,25.4,5.0,Missing,,Missing,Missing,8,no,yes,2.0
19189,b,2014,communication,telecommunications,business application,logistic or supply planning & control,enhancement,multi,3GL,java,73.0,s,1765.0,1765,24.2,24.2,16.2,4.5,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
19193,b,1994,government,government,business application,management information system,new development,mf,3GL,cobol,117.0,m1,,1744,,14.9,16.7,7.0,Missing,,no,Missing,5,Missing,yes,2.0
19194,b,2007,government,defence; government,business application,financial transaction process/accounting,enhancement,mf,3GL,cobol,134.0,m1,1033.0,1033,7.7,7.7,6.2,21.6,Missing,,Missing,Missing,2,no,Missing,0.0
19199,b,1998,communication,telecommunication,business application,transaction/production system,enhancement,Missing,4GL,sql,,m2,9032.0,10882,,,,5.0,Missing,,no,Missing,2,yes,Missing,0.0
19205,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,Missing,Missing,3.0,xxs,42.0,42,14.0,14.0,2.3,1.3,Missing,,Missing,Missing,2,yes,Missing,0.0
19208,b,1998,Missing,Missing,Missing,Missing,new development,Missing,Missing,Missing,542.0,m2,2240.0,2240,4.1,4.1,67.8,8.0,2,2.0,yes,Missing,4,Missing,Missing,1.0
19209,b,1994,financial,"financial, property & business services",business application,office information system,enhancement,mf,4GL,natural,29.0,xs,352.0,352,12.1,12.1,11.6,2.5,5-8,5.0,Missing,Missing,5,no,yes,0.0
19214,b,2006,manufacturing,manufacturing,real-time application,embedded system/real-time application,enhancement,Missing,4GL,Missing,,xs,1287.0,1287,,,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
19216,b,2000,insurance,insurance,Missing,Missing,new development,mf,3GL,pl/i,617.0,m2,4349.0,4349,7.0,7.0,88.1,7.0,Missing,,Missing,Missing,3,Missing,Missing,2.0
19221,b,2015,insurance,insurance,business application,workflow support & management,enhancement,pc,3GL,cobol,65.0,s,365.0,365,5.6,5.6,36.1,1.8,1,1.0,Missing,Missing,2,Missing,Missing,0.0
19227,b,2010,manufacturing,manufacturing,Missing,Missing,enhancement,mr,3GL,java,258.0,m1,,3415,,13.2,28.0,9.2,Missing,,Missing,Missing,8,yes,yes,2.0
19233,b,2011,banking,banking,business application,cards and payments,new development,pc,3GL,java,435.0,m2,9906.0,10531,22.8,24.2,54.4,8.0,31-40,33.0,Missing,lean,3,Missing,Missing,0.0
19236,b,2003,Missing,Missing,Missing,Missing,enhancement,mr,3GL,c++,7.0,xxs,133.0,133,19.0,19.0,5.0,1.4,Missing,,Missing,Missing,2,Missing,Missing,0.0
19241,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,17.0,xs,462.0,462,27.2,27.2,2.8,6.0,5-8,8.0,Missing,Missing,2,Missing,Missing,0.0
19242,b,1999,insurance,insurance,Missing,Missing,new development,pc,3GL,java,157.0,m1,2667.0,2667,17.0,17.0,10.5,15.0,Missing,,Missing,Missing,3,Missing,Missing,0.0
19244,b,2015,communication,telecommunications,business application,logistic or supply planning & control,enhancement,multi,4GL,abap,143.0,m1,1851.0,1851,12.9,12.9,34.0,4.2,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
19246,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,multi,3GL,Missing,58.0,s,1062.0,1062,18.3,18.3,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,yes,yes,0.0
19249,a,1992,financial,"financial, property & business services",Missing,Missing,new development,mf,3GL,cobol,194.0,m1,273.0,273,1.4,1.4,,,Missing,,Missing,Missing,2,Missing,yes,0.0
19251,b,2002,electronics & computers,electronics,business application,workflow support & management,enhancement,multi,4GL,visual basic,201.0,m1,450.0,450,2.2,2.2,33.5,6.0,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,0.0
19255,a,1993,government,public administration,Missing,Missing,new development,mr,4GL,Missing,1439.0,l,2797.0,3344,1.9,2.3,179.9,8.0,Missing,,Missing,Missing,2,Missing,Missing,0.0
19256,a,2009,education,"education institution; electricity, gas, water; university",business application,course management system; dynamic website,new development,pc,3GL,java,80.0,s,355.0,355,4.4,4.4,26.7,3.0,3-4,4.0,Missing,personal software process psp; unified process,18,yes,yes,4.0
19257,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,Missing,Missing,68.0,s,62.0,62,0.9,0.9,12.1,5.6,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
19258,b,2005,banking,banking,business application,financial transaction process/accounting,new development,pc,4GL,.net,46.0,s,1160.0,1160,25.2,25.2,,,Missing,,Missing,Missing,3,Missing,Missing,0.0
19265,b,2013,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,21.0,xs,3835.0,3835,182.6,182.6,2.1,10.0,31-40,37.0,Missing,Missing,2,Missing,Missing,0.0
19270,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,9.0,xxs,1591.0,1591,176.8,176.8,0.8,12.0,21-30,27.0,Missing,Missing,2,Missing,Missing,0.0
19271,b,2004,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,xxs,709.0,709,,,,7.8,Missing,,Missing,Missing,3,yes,Missing,0.0
19274,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,Missing,Missing,54.0,s,233.0,233,4.3,4.3,28.4,1.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
19278,b,2004,Missing,Missing,business application,financial application area,enhancement,multi,3GL,java,59.0,s,419.0,419,7.1,7.1,25.7,2.3,Missing,,Missing,Missing,2,Missing,yes,0.0
19279,a,1995,communication,communications,Missing,network management,new development,mr,3GL,c,753.0,m2,5814.0,5814,7.7,7.7,,,Missing,,no,Missing,5,Missing,yes,5.0
19282,a,1999,communication,communications,business application,management information system,enhancement,Missing,4GL,oracle,97.0,s,404.0,487,4.2,5.0,97.0,1.0,Missing,,Missing,Missing,4,Missing,Missing,0.0
19283,b,2010,manufacturing,manufacturing,business application,selling application,enhancement,pc,3GL,java,135.0,m1,,4664,,34.5,9.1,14.9,Missing,,Missing,Missing,8,yes,yes,2.0
19285,b,1999,Missing,Missing,business application,management information system,enhancement,mf,3GL,cobol,906.0,m2,,21120,,23.3,,,Missing,,Missing,Missing,3,no,yes,0.0
19289,b,2005,communication,telecommunication,Missing,middleware,re-development,Missing,3GL,c++,,Missing,,3135,,,,6.6,5-8,8.0,Missing,Missing,0,Missing,Missing,0.0
19295,b,2015,insurance,insurance,business application,workflow support & management,enhancement,pc,4GL,oracle,36.0,s,250.0,250,6.9,6.9,6.5,5.5,1,1.0,Missing,Missing,2,Missing,Missing,0.0
19297,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,3GL,java,195.0,m1,1211.0,1211,6.2,6.2,27.9,7.0,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
19299,b,2003,communication,communications,business application,business,new development,pc,4GL,visual basic,1140.0,l,5194.0,8116,4.6,7.1,87.7,13.0,Missing,,Missing,Missing,9,yes,Missing,0.0
19300,b,2007,government,defence; government,business application,reporting,enhancement,mf,3GL,cobol,209.0,m1,3277.0,3277,15.7,15.7,9.7,21.6,Missing,,Missing,Missing,2,no,Missing,0.0
19301,b,2015,insurance,insurance,business application,workflow support & management,enhancement,pc,4GL,oracle,14.0,xs,102.0,102,7.3,7.3,4.2,3.3,1,1.0,Missing,Missing,2,Missing,Missing,0.0
19302,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,3GL,pl/sql,93.0,s,359.0,359,3.9,3.9,103.3,0.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
19303,b,2002,wholesale & retail,ordering,business application,stock control & order processing,enhancement,mf,3GL,c,86.0,s,1102.0,1102,12.8,12.8,,,Missing,,Missing,Missing,2,Missing,Missing,0.0
19305,b,2001,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,pl/i,56.0,s,980.0,980,17.5,17.5,14.0,4.0,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,0.0
19310,b,1996,service industry,community services,business application,information systems,new development,multi,3GL,basic,577.0,m2,2944.0,2944,5.1,5.1,115.4,5.0,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,0.0
19311,a,2004,manufacturing,aerospace / automotive; chemicals; defence; electronics; food processing; generic application; government; manufacturing; medical and health care; mining; oil & petroleum; transport & storage,business application,logistic or supply planning & control,new development,multi,3GL,java,94.0,s,6188.0,6188,65.8,65.8,7.8,12.0,9-14,10.0,no,Missing,12,yes,yes,4.0
19312,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,Missing,upfront,126.0,m1,266.0,266,2.1,2.1,28.0,4.5,Missing,,Missing,Missing,2,Missing,Missing,0.0
19313,b,1999,Missing,Missing,Missing,Missing,enhancement,Missing,3GL,visual basic,218.0,m1,2250.0,2250,10.3,10.3,43.6,5.0,5-8,6.0,don't know,Missing,4,Missing,Missing,0.0
19315,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,3GL,java,108.0,m1,4461.0,4461,41.3,41.3,,,Missing,,Missing,Missing,2,Missing,Missing,0.0
19319,b,2010,manufacturing,manufacturing,business application,selling application,enhancement,Missing,3GL,java,98.0,s,,2420,,24.7,7.1,13.8,Missing,,Missing,Missing,8,yes,yes,2.0
19325,a,1996,insurance,insurance,Missing,client-server application,enhancement,pc,Missing,Missing,314.0,m2,,5732,,18.3,39.3,8.0,Missing,,don't know,Missing,4,yes,Missing,0.0
19327,b,2013,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,4.0,xxs,550.0,550,137.5,137.5,0.4,10.0,9-14,11.0,Missing,Missing,2,Missing,Missing,0.0
19332,b,2006,Missing,Missing,business application,financial transaction process/accounting,enhancement,multi,3GL,java,,s,317.0,317,,,,2.0,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
19334,b,2013,communication,telecommunications,business application,customer relationship management,enhancement,multi,3GL,java,303.0,m2,1463.0,1463,4.8,4.8,51.4,5.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
19338,b,2001,professional services,real estate & property,Missing,mission-critical system,new development,multi,4GL,visual basic,1668.0,l,8670.0,8670,5.2,5.2,154.4,10.8,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,0.0
19339,a,1997,banking,banking,business application,management information system,new development,mr,3GL,c++,954.0,m2,,26345,,27.6,56.1,17.0,Missing,,yes,multifunctional teams,5,yes,yes,3.0
19340,b,2005,government,government,business application,"document management; financial transaction process/accounting; image, video or sound processing",enhancement,multi,3GL,visual basic,226.0,m1,4907.0,4907,21.7,21.7,23.5,9.6,Missing,,no,Missing,14,yes,yes,2.0
19343,b,2008,banking,banking,business application,financial transaction process/accounting,enhancement,pc,4GL,asp,161.0,m1,6646.0,6646,41.3,41.3,9.0,17.9,Missing,,Missing,Missing,3,Missing,Missing,0.0
19344,b,2011,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,6.0,xxs,7589.0,7589,1264.8,1264.8,0.4,17.0,31-40,39.0,Missing,Missing,2,Missing,Missing,0.0
19362,b,2002,communication,voice provisioning,Missing,voice provisioning,enhancement,Missing,3GL,c++,158.0,m1,4140.0,4140,26.2,26.2,,,Missing,,Missing,Missing,2,Missing,Missing,0.0
19363,b,2013,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,business application,surveillance and security,enhancement,pc,3GL,c#,15.0,xs,53.0,53,3.5,3.5,1.3,12.0,1,1.0,Missing,agile development,6,Missing,yes,2.0
19364,b,1995,banking,banking,business application,transaction/production system,new development,mf,4GL,easytrieve,71.0,s,737.0,737,10.4,10.4,11.8,6.0,1,1.0,no,Missing,5,Missing,yes,6.0
19368,b,2015,communication,telecommunications,business application,integration,enhancement,Missing,3GL,tibco,50.0,s,800.0,800,16.0,16.0,17.2,2.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
19373,b,2012,insurance,insurance,business application,unknown,enhancement,Missing,3GL,java,515.0,m2,3291.0,3291,6.4,6.4,85.8,6.0,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
19377,b,2004,government,public administration,Missing,Missing,new development,multi,3GL,c++,7474.0,xl,14803.0,14803,2.0,2.0,143.7,52.0,Missing,,Missing,Missing,3,Missing,Missing,0.0
19380,b,1998,communication,telecommunication,business application,transaction/production system,enhancement,Missing,4GL,csp,,m2,7365.0,8873,,,,5.0,Missing,,no,Missing,2,no,Missing,1.0
